query_id,content_id,hard_cots_qid,hard_negative_count
231_D,1499,"1614_B,231_B,1614_D,1614_A,908_B,98_B,723_A,87_C,864_C,226_C",10
1255_B,1387,"411_C,1124_C,1084_D,1088_A,39_D,1294_D,819_B,34_B,1427_C,444_C",10
769_A,1954,"769_B,769_C,1479_A,956_B,344_A,1283_B,1479_D,893_A,956_A,230_D",10
1504_D,968,"1550_C,428_A,417_D,426_C,1661_A,887_D,1724_B,1393_B,267_B,1597_B",10
1367_D,1556,"1724_B,473_B,473_A,878_D,1788_D,284_B,1788_C,34_A,473_C,1788_A",10
164_B,590,"164_C,164_A,514_B,413_D,514_D,183_B,78_C,103_A,894_D,103_D",10
1300_A,1107,"1041_A,1041_B,421_B,609_B,609_C,609_A,1199_A,1038_D,259_B,1041_C",10
182_D,113,"182_C,140_A,140_B,455_B,578_C,1021_B,642_B,1384_C,1241_C,558_B",10
446_C,26,"446_D,446_B,1748_C,1342_C,1058_D,1557_B,1011_C,1058_A,372_C,1557_C",10
404_A,1198,"404_D,1434_D,172_B,608_D,1395_C,184_B,953_A,41_B,170_D,1757_B",10
229_D,1055,"229_B,1419_B,1419_A,1366_A,161_A,170_D,161_B,616_B,184_D,1109_A",10
1685_B,652,"918_A,918_C,1584_C,1818_D,450_B,1171_A,535_D,1674_B,286_C,255_D",10
459_A,600,"959_B,959_A,1208_C,1579_A,459_B,812_A,1859_D,1663_D,154_D,812_B",10
35_B,61,"1657_D,35_D,973_B,1260_D,667_C,269_B,1141_B,629_D,211_D,337_A",10
1308_C,1063,"1308_A,1308_B,1729_A,1189_C,24_C,24_D,432_A,918_C,424_C,1257_B",10
650_D,2423,"650_C,650_A,1303_D,671_A,1153_B,671_B,1553_C,845_C,780_D,559_B",10
1037_C,1070,"625_A,1037_B,992_A,625_B,1365_D,595_A,1372_D,1054_B,815_B,390_C",10
662_B,567,"424_B,1237_D,256_C,487_A,1792_C,483_C,1273_B,99_A,1273_D,704_A",10
458_B,2262,"458_C,458_D,1358_A,1358_D,505_C,982_B,1473_B,560_A,450_B,975_C",10
173_C,2163,"173_D,1473_B,1409_D,1409_B,346_C,1377_A,505_D,613_C,982_D,560_A",10
101_A,1786,"101_C,595_A,618_B,1156_C,618_D,815_B,59_C,1054_B,59_D,815_C",10
105_A,1389,"97_A,105_C,105_D,1482_B,1482_D,1421_D,373_A,569_B,409_C,97_D",10
562_C,2433,"1725_A,1835_D,208_D,1835_B,1429_A,1111_A,467_B,988_B,988_A,707_D",10
1186_C,2308,"1186_A,1002_B,1715_C,1640_D,178_A,334_C,529_B,842_B,818_C,1818_D",10
1576_C,2336,"1576_A,373_D,1224_C,1576_D,569_C,105_A,1546_A,758_A,1621_A,706_A",10
1079_A,2248,"1079_B,1320_D,972_A,1655_C,1462_C,850_A,489_A,606_C,1462_A,606_D",10
592_B,1250,"279_A,279_B,592_A,142_D,1072_D,1072_C,142_B,551_B,551_A,1467_C",10
7_C,2273,"7_B,7_D,1084_A,1222_A,1085_D,612_D,918_C,319_D,612_C,34_D",10
1510_D,1035,"1510_A,1510_B,449_B,772_B,322_D,612_C,612_D,319_D,918_C,322_A",10
595_B,2039,"595_A,595_C,815_B,1156_C,1650_C,1112_A,1372_D,59_C,1117_D,815_C",10
1139_D,1671,"1139_B,1139_C,1538_B,1790_C,1790_D,1538_D,661_C,353_D,256_D,353_B",10
872_A,446,"872_D,1144_C,1807_A,796_B,1512_D,1655_C,1462_C,606_C,757_A,850_A",10
1788_C,242,"1788_D,473_A,1788_A,473_B,878_C,878_D,473_C,284_B,34_A,1432_C",10
264_A,1660,"82_A,1173_B,58_A,1378_B,227_B,177_B,227_D,1735_A,227_A,1637_B",10
1346_C,1869,"1346_D,1549_B,1751_A,1549_A,945_A,1681_D,540_A,1189_C,1375_A,1589_D",10
1736_A,2220,"89_B,85_B,172_B,1061_B,1793_B,1757_B,170_D,1159_D,1846_A,500_B",10
1095_D,702,"1095_C,1423_D,284_A,1423_A,1585_A,892_B,1393_B,317_A,24_D,480_B",10
1312_D,1255,"1200_D,1200_B,1312_C,1836_D,1160_B,813_D,1326_A,761_B,235_C,813_B",10
1337_D,1670,"1457_A,649_D,258_A,580_A,258_B,424_C,24_C,1257_B,24_D,332_C",10
630_B,653,"630_A,495_B,894_D,894_C,413_B,183_B,413_D,78_B,424_A,183_C",10
84_D,2301,"84_C,1065_C,1235_A,1065_B,1425_D,201_C,723_A,709_C,864_C,98_B",10
556_A,1134,"556_D,432_A,217_A,1767_C,1427_B,1088_C,1665_D,319_C,1088_A,778_D",10
590_D,295,"1811_B,914_D,601_D,1675_A,1087_D,1087_C,1675_B,1573_B,1421_D,640_B",10
390_C,2138,"230_C,70_A,59_C,101_A,1141_B,390_D,595_A,269_B,1117_D,1376_A",10
23_B,2492,"23_D,1208_D,1464_A,1448_C,999_C,1208_C,1515_C,218_D,23_C,1515_B",10
1864_D,1349,"1721_C,1445_A,221_D,162_B,149_B,221_C,1437_C,1437_D,149_A,149_D",10
177_B,742,"177_A,614_C,79_C,1637_B,908_C,226_B,908_D,1766_C,29_C,1378_B",10
1430_B,202,"1430_A,1582_D,1582_B,328_D,525_A,1289_C,8_C,884_A,263_D,553_D",10
256_D,828,"256_C,1737_B,677_D,78_B,15_C,1707_B,183_C,183_B,759_B,894_D",10
1548_B,1376,"1548_C,501_A,54_C,529_A,501_B,1483_A,529_D,622_A,309_C,1401_C",10
247_A,2009,"247_C,247_D,1639_A,471_D,670_C,414_A,1725_A,670_B,55_D,1124_C",10
1230_D,398,"102_C,102_B,320_B,320_A,726_C,1531_D,393_D,704_A,871_A,1521_A",10
1790_C,2090,"1538_D,1790_D,1239_B,353_D,1813_A,1538_B,256_D,320_A,726_C,838_D",10
1020_B,264,"1865_C,1865_D,393_A,1020_C,1531_D,1118_C,1705_A,1865_A,393_D,584_D",10
40_A,1582,"707_D,1277_B,1111_A,208_C,208_D,208_A,670_C,1429_D,1429_A,1081_B",10
1231_A,2543,"836_D,836_B,962_C,962_B,1322_B,100_A,106_A,713_D,751_B,823_B",10
1151_C,1652,"1151_D,583_B,31_B,1151_A,1516_B,691_D,922_B,691_A,120_A,1119_C",10
244_A,389,"244_C,244_B,1238_A,1088_C,471_D,670_C,432_C,1033_B,247_A,1574_B",10
197_A,88,"197_C,280_A,197_D,744_A,42_B,706_D,1013_C,1752_B,1126_D,758_A",10
150_A,1169,"1487_D,150_B,150_C,1487_B,877_D,1242_A,877_C,1489_C,1036_D,1426_A",10
353_B,2345,"1538_B,353_C,1813_A,1790_D,1538_D,103_D,78_B,103_A,1790_C,78_C",10
1285_D,2016,"1793_B,1285_B,85_B,881_B,1279_D,170_D,1027_D,500_B,89_B,1027_B",10
1066_A,553,"1066_C,1066_B,1154_D,901_B,48_A,1090_A,432_C,432_A,160_C,1578_C",10
1037_B,2206,"1037_C,595_B,595_A,625_A,1365_D,1372_D,1054_B,390_C,815_B,70_A",10
756_C,230,"479_B,756_A,1855_A,1487_B,1855_D,1487_D,1554_A,900_D,1554_B,1676_A",10
1280_A,789,"1334_C,1334_A,748_D,1334_B,294_B,99_D,294_A,559_B,1297_D,1558_D",10
1126_D,1528,"12_D,373_D,97_A,12_B,569_C,569_B,706_D,758_C,758_A,1421_D",10
402_D,2363,"402_C,302_A,779_A,425_B,782_C,60_D,425_A,1091_D,60_B,1674_B",10
55_B,2271,"1432_D,63_C,55_D,24_D,612_A,39_D,1088_A,714_D,34_B,892_B",10
1225_A,2045,"359_C,1225_B,1807_A,359_D,357_B,998_C,312_D,298_C,1852_C,339_C",10
1594_C,1340,"1594_A,90_C,1594_B,1060_A,1334_C,559_B,559_C,1334_A,294_A,294_B",10
336_B,503,"336_A,336_C,168_C,494_C,168_B,494_D,494_A,168_D,1133_A,499_B",10
1398_D,332,"1398_C,1398_A,1370_D,822_C,1370_B,248_B,822_B,239_B,87_C,1628_B",10
1530_B,261,"1530_D,298_C,1530_C,1032_C,960_C,108_A,321_C,139_D,648_A,1723_C",10
19_A,1916,"19_D,19_B,315_D,386_A,694_B,1000_A,694_D,469_B,263_D,469_C",10
1027_B,2377,"1697_B,1698_D,500_B,170_D,1757_B,953_A,1366_A,725_C,523_C,161_B",10
1686_B,2044,"1686_D,1486_A,66_B,684_A,333_C,1612_B,1800_B,66_D,149_B,333_D",10
412_A,1132,"412_D,1492_A,1492_B,350_A,794_A,235_C,235_A,350_C,1673_B,813_D",10
429_B,1805,"686_D,1228_A,176_C,686_A,370_A,729_C,783_B,723_A,763_C,137_A",10
643_C,1558,"643_B,395_A,119_B,292_D,863_B,349_C,432_A,612_D,383_D,319_D",10
1422_B,279,"1422_D,1819_C,1655_C,331_B,1452_B,137_A,783_B,729_C,723_A,370_A",10
291_C,1510,"1578_C,1163_D,429_B,1349_B,970_B,585_B,585_D,585_C,432_C,1349_C",10
424_A,159,"424_B,991_A,424_C,1853_B,514_B,514_D,78_B,894_D,413_B,183_B",10
179_D,840,"1352_D,171_D,1713_A,570_D,24_D,424_C,1094_C,424_B,24_C,1308_B",10
342_A,599,"905_A,342_D,1535_A,1803_A,640_B,1087_D,1087_C,1267_B,1803_D,1803_B",10
302_A,1610,"166_B,302_C,750_B,596_C,1389_D,1841_D,700_A,1098_B,308_A,1127_C",10
877_B,1210,"877_D,1487_D,150_C,287_D,1487_B,1489_C,1189_C,1426_A,1155_D,1426_C",10
332_B,340,"1665_D,423_C,855_A,840_D,1008_B,1009_C,864_B,1042_C,432_A,864_C",10
988_A,21,"988_B,1324_A,467_B,1101_C,1101_B,1324_B,1429_D,467_A,1690_C,1690_A",10
1098_C,2078,"1098_A,1098_B,19_D,166_A,1357_C,553_D,116_D,1853_B,1127_C,863_B",10
1294_D,1282,"124_B,1485_B,1294_A,860_A,292_D,524_B,1088_A,935_B,488_A,1637_B",10
1147_B,2031,"874_D,1045_C,510_A,874_B,1106_C,510_D,57_A,57_D,510_B,1106_A",10
611_D,1207,"611_B,491_D,1289_B,1289_C,491_A,553_D,863_B,884_A,694_C,553_A",10
332_C,340,"1665_D,1009_C,715_D,840_D,1008_B,864_B,1042_C,432_A,864_C,226_B",10
330_C,848,"330_B,330_A,1213_D,8_B,575_A,8_C,469_B,263_D,129_A,469_C",10
1006_D,305,"1006_C,1006_A,1403_C,118_D,78_D,1254_D,1591_A,118_A,366_D,118_C",10
509_C,2425,"509_B,509_D,159_D,159_A,807_A,1021_B,160_C,1245_A,452_C,65_B",10
192_D,1248,"192_A,1080_C,400_D,576_C,134_A,916_C,721_A,1634_C,192_C,316_C",10
1674_D,2034,"1674_B,450_B,450_A,575_A,145_A,863_B,884_C,263_D,1289_C,884_A",10
104_A,969,"104_C,285_D,352_B,633_B,1717_B,1245_A,558_B,864_B,91_C,65_B",10
1033_B,1266,"600_A,471_D,414_A,517_A,1725_A,585_B,244_B,585_D,1429_A,1111_A",10
500_D,936,"89_B,711_A,1366_A,870_A,85_A,500_B,1027_B,953_A,170_D,1027_D",10
1700_A,153,"1215_D,319_D,322_A,1407_A,1085_D,612_C,612_D,322_D,918_C,322_C",10
1145_C,349,"1145_A,1145_B,1760_B,1760_D,647_B,737_D,647_D,1664_D,647_A,950_A",10
950_D,1459,"199_C,199_B,199_D,1145_C,1760_D,1145_A,647_D,737_D,757_A,757_B",10
24_C,2271,"1777_C,24_D,319_C,55_D,66_A,319_D,612_D,612_C,432_A,1189_C",10
39_A,1958,"714_B,39_D,444_C,714_D,1215_C,34_A,948_D,1084_D,1432_C,1088_A",10
1767_C,566,"1427_C,1427_B,1014_D,556_A,1088_A,1088_C,1447_B,1665_D,432_A,1298_B",10
7_D,2133,"1222_A,7_B,1222_B,1222_D,1085_D,612_D,612_C,918_C,319_D,34_D",10
1262_C,1966,"1328_A,697_C,194_A,378_C,1104_A,254_D,697_A,1262_A,1262_B,162_D",10
88_A,2091,"765_C,748_A,856_C,1036_D,1670_C,1670_D,1670_A,15_C,394_B,20_D",10
1690_A,1495,"1690_C,1324_A,1429_A,1108_A,178_C,1101_B,628_B,467_B,1324_B,1101_C",10
56_D,499,"613_C,782_A,330_C,613_B,1377_A,505_C,915_B,549_C,1409_D,982_D",10
317_C,1383,"317_A,1121_C,1121_A,408_B,520_B,816_C,408_D,322_C,1734_C,1088_A",10
28_A,878,"1698_D,1827_B,616_B,18_D,28_B,953_A,1697_B,711_A,1233_D,398_C",10
530_A,732,"194_A,360_B,1328_A,162_B,360_D,254_D,1857_D,530_B,162_D,697_C",10
19_D,907,"19_A,19_B,263_D,386_A,694_B,1000_A,694_D,469_B,469_C,1091_D",10
1094_B,345,"1094_C,444_C,205_B,1352_D,963_A,24_C,1632_B,1530_B,24_D,289_C",10
1539_C,603,"713_D,1302_B,106_A,1322_B,100_B,100_A,751_B,1392_C,836_D,1539_D",10
34_B,1773,"34_D,948_B,1084_A,1084_D,768_C,34_A,1724_B,1788_D,948_D,480_B",10
1076_B,2561,"1067_C,1067_D,1673_B,761_B,235_A,813_D,1326_A,761_C,235_C,1067_B",10
994_A,1272,"994_D,388_B,388_D,322_D,316_C,400_D,646_C,1232_D,916_C,921_D",10
333_C,1795,"333_D,275_C,1800_B,1407_A,211_D,149_B,1686_C,1084_A,34_D,1088_A",10
1002_B,1715,"1002_C,1005_C,818_C,842_D,981_B,334_C,1715_C,529_B,1818_D,1141_B",10
1553_B,97,"1553_C,1769_A,645_C,1421_A,645_A,671_B,1421_D,1796_C,845_C,1796_B",10
431_D,2095,"431_C,459_B,71_D,707_D,1676_A,1554_A,1676_C,1111_A,1554_B,117_A",10
1575_D,146,"1575_C,1462_C,1462_A,1462_B,1655_C,1422_B,67_B,850_A,67_D,606_C",10
999_C,1784,"1448_C,959_A,959_B,23_D,723_A,397_D,181_B,137_A,459_A,1368_B",10
441_D,648,"394_B,1581_D,394_D,303_A,591_C,441_A,303_C,103_A,78_B,591_B",10
1050_A,1262,"685_D,1821_B,425_B,1586_B,182_A,200_C,1291_A,1050_B,455_B,929_B",10
268_A,1269,"928_D,1168_D,1765_A,391_C,515_D,268_D,515_B,723_A,942_C,422_B",10
428_A,146,"428_B,1079_B,428_C,241_A,351_A,850_A,1655_C,1462_C,489_A,606_C",10
1387_A,1251,"1387_C,213_D,1182_A,213_B,491_A,1427_B,48_A,47_B,712_D,1014_D",10
1527_B,1942,"527_C,1527_A,310_A,527_A,1137_B,310_D,1137_D,527_B,905_A,197_C",10
478_B,123,"152_B,134_B,152_C,152_D,571_A,34_D,733_A,918_A,892_B,24_D",10
1090_D,1380,"1090_C,1251_A,1528_B,1251_B,157_B,214_C,214_D,214_B,676_D,36_D",10
1002_C,2308,"1002_B,842_B,1715_C,842_A,1005_B,818_C,334_C,1005_C,529_B,1818_D",10
347_A,1900,"1627_B,1379_B,25_B,1379_A,217_A,1859_D,1088_C,807_A,432_C,1850_C",10
366_D,1175,"1254_D,1778_B,366_A,1254_A,155_D,1403_A,1591_A,1006_D,1784_D,1403_C",10
1062_D,2314,"1062_B,1062_A,1189_D,1189_C,1647_D,299_B,309_C,299_D,689_C,309_A",10
1180_D,378,"427_B,1180_A,427_C,1047_A,1448_C,753_C,283_C,1047_B,1843_A,283_A",10
167_A,2053,"1155_D,356_A,18_D,1155_B,1687_C,481_B,167_D,1129_B,488_A,1687_A",10
1094_C,60,"1094_B,205_B,1352_D,963_A,24_C,1632_B,1530_B,24_D,1257_B,289_C",10
483_D,618,"164_A,413_D,1254_A,1792_C,991_D,894_D,103_A,103_D,78_B,1248_D",10
553_C,1128,"116_D,493_C,24_C,1289_C,1582_D,107_A,47_B,884_A,918_C,694_C",10
894_C,2072,"183_C,183_B,183_D,514_B,630_B,78_B,413_D,894_D,424_B,424_A",10
608_A,976,"608_D,608_B,151_D,456_B,465_A,1476_C,151_A,1419_A,1741_D,711_A",10
751_B,1769,"1539_D,1759_C,106_A,1322_B,836_D,100_B,100_A,1392_C,713_D,836_B",10
122_D,880,"122_B,122_C,1857_A,1093_B,254_D,1857_C,1328_A,360_D,162_D,1445_D",10
1363_C,2531,"1020_C,393_A,220_C,1118_C,1531_D,1705_A,393_D,1865_D,394_B,1118_A",10
1196_A,1735,"91_B,182_D,91_C,1021_B,850_A,65_B,834_B,452_C,1245_A,323_C",10
843_C,2312,"1651_D,665_D,1118_A,665_B,1651_A,946_D,1558_D,12_B,845_D,12_D",10
1348_B,2296,"1209_A,1052_B,246_D,1209_C,581_D,1348_C,1052_D,1109_A,246_B,1052_C",10
1513_C,684,"1691_D,1771_A,330_C,529_A,529_D,1338_A,263_D,982_D,146_B,129_A",10
1513_B,684,"1771_A,1043_D,529_D,529_A,1338_A,146_B,982_D,263_D,505_D,926_D",10
812_A,1674,"1754_C,812_B,1627_D,1850_A,154_A,1859_D,154_C,812_D,1850_C,1627_B",10
387_C,1918,"1055_B,387_B,782_C,156_A,60_B,1377_A,505_D,505_C,1644_B,613_C",10
281_B,1278,"1046_A,1317_B,75_C,75_B,78_B,413_D,183_C,164_A,894_C,256_D",10
218_B,99,"218_D,1678_A,812_D,1658_C,1663_C,1658_B,771_D,812_B,1854_A,707_D",10
162_C,2426,"162_B,360_D,530_B,530_D,360_A,254_D,1328_A,1857_D,697_C,1536_C",10
1476_C,2228,"229_B,229_D,151_A,1519_C,616_B,161_B,1109_A,1419_A,870_B,939_C",10
1732_A,1939,"733_A,602_B,836_C,1427_C,791_D,1031_B,1189_C,187_C,971_D,918_A",10
1171_A,1142,"1171_B,255_D,990_C,255_B,990_A,450_A,990_B,535_D,202_B,1818_D",10
203_D,1658,"793_D,44_A,1210_D,536_B,866_D,1176_C,1028_B,536_D,1780_B,1164_C",10
67_C,1012,"67_D,606_C,606_A,67_B,1655_C,1462_C,1462_A,368_A,489_A,1320_D",10
52_B,2359,"52_D,1853_B,1401_C,233_D,496_D,357_B,1647_D,196_B,1090_A,496_A",10
1560_C,1725,"1560_A,1560_B,1489_D,1489_A,1426_B,1489_C,1487_D,1426_A,150_A,1189_C",10
288_C,1792,"288_A,1484_C,288_B,1807_A,860_A,524_B,1088_D,864_B,524_D,933_C",10
1091_D,528,"1091_A,1389_D,553_A,157_B,1251_A,214_C,214_D,214_B,36_D,676_D",10
1671_C,239,"1671_D,1720_B,1314_C,876_A,531_C,711_A,1257_B,953_A,1314_D,444_C",10
166_A,2488,"855_C,1582_B,1582_D,1357_C,315_A,1853_B,116_D,553_D,1714_A,1289_C",10
227_B,1828,"82_D,1735_A,1766_C,29_C,1637_B,58_A,839_B,1801_C,264_A,1378_B",10
1370_D,1832,"1398_A,1398_C,248_C,822_C,1398_D,248_B,658_C,1370_B,1368_B,87_C",10
1519_C,2386,"274_A,229_B,151_A,311_D,701_A,1109_A,1419_A,170_D,1366_A,161_B",10
915_B,1986,"915_C,915_D,1377_A,1322_B,836_D,106_A,1392_C,100_B,713_D,751_B",10
1714_A,1156,"1714_D,1714_B,1040_B,597_A,328_D,107_A,255_B,286_C,918_A,116_D",10
667_C,1965,"667_B,35_D,35_B,269_A,1141_A,269_B,380_C,337_A,629_D,1141_B",10
1441_C,1079,"323_D,834_B,323_C,200_C,1291_A,455_B,434_A,929_B,1050_B,717_A",10
465_A,1388,"94_D,456_B,1434_D,608_D,404_D,1061_B,953_A,1757_B,1419_A,130_A",10
73_A,1988,"152_C,73_C,327_A,152_D,571_A,571_D,478_B,1589_A,1681_D,994_A",10
540_A,1809,"540_C,1589_D,1681_D,1829_D,1589_A,1375_A,945_A,1189_C,852_B,1829_B",10
1017_C,38,"1017_A,243_D,29_D,423_C,1637_B,1801_C,29_C,177_B,908_D,732_B",10
930_B,2561,"1067_C,1673_B,1067_D,761_B,235_A,813_D,1326_A,761_C,235_C,841_B",10
625_B,619,"377_A,1507_A,337_A,1037_C,708_A,101_A,1054_B,1141_B,842_D,1174_B",10
890_C,577,"1120_C,1225_A,1225_B,829_C,1723_C,108_A,648_A,321_C,139_D,1601_A",10
915_D,2558,"713_A,915_B,549_A,1322_B,836_D,106_A,1392_C,100_B,713_D,751_B",10
295_C,2532,"1837_A,352_B,447_C,1228_A,176_C,729_C,370_A,763_C,723_A,783_B",10
346_C,1452,"1409_D,975_C,982_B,1409_B,173_C,505_C,505_D,982_D,458_B,1377_A",10
1339_B,2266,"1339_D,1339_C,1087_A,1646_C,800_D,1087_D,1087_C,253_B,253_D,392_A",10
631_D,557,"958_D,1206_A,720_B,958_C,417_D,451_C,797_B,267_B,267_C,141_A",10
24_D,1319,"24_C,712_D,907_D,55_B,66_A,1777_C,319_D,612_D,319_C,612_C",10
633_B,2539,"757_A,485_B,972_A,104_C,1245_A,558_B,65_B,452_C,908_D,834_B",10
263_B,2234,"263_D,1055_B,315_B,145_A,8_B,8_C,19_D,863_B,402_C,884_A",10
1618_D,816,"271_A,1618_C,924_A,856_C,1218_D,765_C,1779_A,1730_C,856_B,1334_C",10
275_C,2346,"1612_B,1800_B,66_B,1085_D,826_A,1686_C,1084_A,34_D,333_C,948_B",10
273_C,8,"273_B,1275_A,392_C,1332_C,253_B,1565_A,392_A,253_D,1667_A,1193_B",10
1489_C,2050,"1426_A,1560_A,1426_B,1560_B,1426_C,1560_C,877_D,1487_D,955_A,1155_D",10
734_D,1007,"734_B,355_B,53_A,885_A,781_B,355_D,1276_D,355_A,1558_D,1334_C",10
1668_A,564,"1668_D,276_D,401_A,570_D,401_C,570_A,1733_A,1733_D,1776_C,1776_D",10
1687_D,1103,"1598_A,167_B,1155_B,167_A,215_B,1687_C,481_B,167_D,814_D,1687_A",10
908_D,244,"908_C,98_C,908_B,98_B,862_A,1025_A,723_A,1025_B,87_C,1628_B",10
359_C,1072,"1225_A,1225_B,676_A,357_B,451_A,998_C,312_D,339_C,887_D,298_C",10
117_A,2356,"117_B,117_C,405_D,16_A,505_C,549_A,1429_A,549_C,982_D,1429_D",10
1314_D,2260,"1314_C,1821_B,825_C,1720_B,685_D,1671_C,531_C,957_B,1671_D,685_C",10
1668_D,42,"1668_A,276_A,401_A,570_D,401_C,570_A,1733_A,1733_D,1776_C,1776_D",10
1114_B,1635,"1114_D,283_C,1047_B,793_D,427_C,283_A,753_C,427_B,1220_C,879_C",10
1387_C,947,"1387_A,1427_C,1427_B,213_C,491_A,48_A,1014_D,712_D,47_B,1014_B",10
318_D,1044,"807_A,1578_C,65_C,296_D,65_B,1021_B,226_B,908_D,160_C,925_B",10
1032_C,2326,"951_B,951_C,1465_C,468_D,1397_D,895_D,587_C,695_A,254_B,1615_D",10
1608_D,2469,"1608_A,1129_C,1233_D,1129_D,898_A,488_A,1608_C,124_A,124_B,1294_D",10
442_A,1845,"442_D,468_D,1713_A,1713_B,1350_C,1350_D,1713_C,1660_B,1352_D,759_B",10
876_A,1470,"876_B,876_D,1257_B,685_D,1720_B,1441_C,1821_C,685_C,24_C,323_A",10
1404_A,952,"1807_A,978_B,1817_C,978_A,1819_C,1655_C,1462_C,731_B,1422_B,731_C",10
527_B,1669,"527_A,527_C,1527_D,1137_B,1527_A,310_D,1137_A,905_A,1137_D,310_A",10
339_C,68,"339_A,542_D,339_B,542_A,741_A,1090_A,48_A,534_B,161_C,1251_A",10
1803_D,1344,"301_D,640_B,1565_B,342_B,905_A,635_B,1535_A,1087_D,342_D,342_A",10
1778_B,396,"118_C,366_A,366_D,155_D,1403_C,1403_A,1006_D,1591_A,1784_D,155_C",10
1471_A,1659,"1419_B,229_D,453_A,1377_A,549_A,549_C,915_B,1473_B,1473_A,613_C",10
806_B,133,"597_D,597_A,1714_A,1138_B,1017_A,1637_B,1801_C,177_B,29_C,732_B",10
343_C,1740,"343_B,175_A,324_D,1212_D,1558_D,946_D,1334_C,870_B,197_A,1651_B",10
1743_A,904,"1295_A,1743_D,1112_A,245_C,245_B,815_B,245_D,390_C,59_C,59_D",10
750_B,143,"654_D,1841_D,302_A,1_A,308_A,700_A,308_C,1098_B,558_D,1127_C",10
114_D,2256,"114_C,114_B,1723_C,1716_D,237_C,108_A,321_C,139_D,960_C,648_A",10
1269_D,107,"376_B,376_D,376_A,108_A,648_A,1601_A,321_C,139_D,445_B,1723_C",10
473_A,22,"1788_C,1788_D,473_B,1788_A,878_C,473_C,878_D,1432_C,34_A,284_C",10
1113_D,1400,"643_B,643_C,383_D,860_A,488_C,612_D,612_C,319_D,349_C,1637_B",10
455_B,838,"717_A,182_C,200_C,1178_B,1100_C,1291_A,929_B,1050_B,1282_A,474_D",10
1574_C,1999,"1574_A,471_D,247_C,247_A,1257_B,1639_A,524_A,1427_B,1124_C,612_C",10
1730_C,1837,"924_A,748_A,856_C,138_B,748_D,1218_D,1334_A,856_B,1334_C,11_A",10
33_A,218,"33_C,1631_C,1631_A,1164_D,248_B,723_A,87_C,1025_A,397_D,955_B",10
131_D,1360,"131_B,217_A,689_D,689_C,423_B,1042_A,226_B,908_D,1637_B,864_B",10
233_A,1507,"863_B,448_B,1562_C,52_B,496_D,357_B,196_B,1647_A,694_D,1090_A",10
180_D,1990,"180_B,1243_B,974_A,974_B,497_B,544_A,53_C,903_A,497_A,544_C",10
218_D,1860,"218_A,218_B,1678_A,1658_C,1663_C,1658_B,812_B,771_D,707_D,1854_A",10
118_D,2332,"155_D,1778_B,155_C,1006_A,1254_D,1591_A,1006_D,1784_D,1403_A,366_D",10
1041_A,2149,"1041_B,1041_C,261_A,775_C,259_B,421_C,609_B,261_D,1300_A,609_C",10
1792_C,1668,"483_C,256_C,1737_B,483_A,1273_D,99_A,483_D,844_A,1489_C,413_D",10
67_D,2316,"67_C,67_B,1320_D,606_C,1462_C,1655_C,606_D,606_A,1462_A,489_A",10
284_A,539,"186_A,284_B,186_D,204_C,1325_D,1724_B,317_A,55_D,284_C,1788_D",10
239_B,1806,"239_A,239_D,248_B,109_A,658_C,1368_B,109_C,248_C,248_A,865_D",10
1238_A,727,"1238_D,1238_C,244_A,244_B,244_C,670_C,1725_A,471_D,169_B,1574_B",10
86_A,217,"86_C,1582_D,884_C,789_B,1691_D,8_C,884_A,1289_C,1430_A,450_B",10
333_D,2346,"333_C,1800_B,1612_B,1407_A,211_D,1686_C,1084_A,34_D,948_B,1088_A",10
821_C,792,"1127_C,1_B,596_C,1386_D,38_B,553_D,1289_C,1853_B,116_D,863_B",10
1104_A,377,"697_C,1857_C,254_D,1536_C,1568_D,168_B,168_D,494_D,1133_A,168_C",10
1020_C,637,"1118_A,102_B,1118_C,1531_D,393_A,1865_A,1705_A,1865_D,393_D,1020_B",10
32_C,347,"32_B,855_C,855_A,1717_B,315_A,1042_A,1509_A,369_D,1447_B,715_D",10
545_C,685,"545_A,880_B,1682_B,609_C,621_C,1136_D,621_B,261_A,421_B,1041_B",10
287_C,2507,"287_D,25_B,609_B,877_D,609_C,1136_D,261_A,1041_B,1850_C,348_D",10
1220_A,1893,"516_A,1220_C,1844_B,362_B,660_B,231_B,1614_A,1614_B,430_C,121_B",10
82_D,1660,"82_A,1173_B,58_A,227_B,1378_B,227_D,177_B,227_A,29_C,1637_B",10
356_A,1103,"356_B,167_B,215_B,1816_B,675_A,814_C,814_D,776_C,814_A,878_D",10
164_C,71,"164_A,164_B,413_D,413_B,514_B,183_B,78_C,103_A,103_D,894_D",10
1690_C,1018,"1690_A,1324_A,1101_B,178_C,1108_A,1429_A,628_B,467_B,1324_B,1101_C",10
1842_D,1621,"1584_A,1213_A,1584_C,1584_D,1213_B,918_A,1714_A,918_C,255_B,107_A",10
739_A,1630,"359_D,214_D,359_C,496_D,233_D,339_C,196_B,676_A,417_D,357_B",10
545_B,685,"545_A,880_A,880_B,609_C,1682_B,621_C,1136_D,621_B,421_B,261_A",10
1520_D,594,"1520_A,1520_B,1058_B,9_D,272_C,272_D,9_B,1442_C,1557_B,906_C",10
23_C,2032,"1464_A,1843_A,1843_D,959_B,1448_C,23_D,23_B,1208_C,1515_C,218_D",10
