query_id,content_id,semi_negatives,semi_negative_count
1147_B,2031,"2074,1887,1183,44,1711,1982,2303,1408,1377,1279",10
611_D,1207,"1001,232,1978,975,1915,1218,1246,2001,1181,779",10
332_C,340,"337,566,1044,15,699,1728,79,1360,1119,1432",10
330_C,848,"1152,1282,1143,296,986,606,1637,2100,2172,1841",10
1006_D,305,"1357,304,591,1725,1791,1408,1201,1271,2394,1944",10
509_C,2425,"525,1562,835,1987,1670,1821,2530,1459,1239,2513",10
192_D,1248,"72,1033,1840,2346,1634,1179,2100,579,1609,301",10
1674_D,2034,"1008,633,1812,1523,44,568,1374,68,2520,347",10
104_A,969,"835,196,2221,1562,1821,2541,244,2148,1610,337",10
1033_B,1266,"357,902,1894,1672,1323,1554,2172,15,1147,1765",10
500_D,936,"2383,2518,2009,2381,2106,1128,1387,656,1942,1453",10
1700_A,153,"1241,1954,1076,1051,1800,1941,1207,399,49,901",10
1145_C,349,"1294,1540,1692,580,2017,1975,1850,606,2042,2488",10
950_D,1459,"922,1999,1125,1408,2586,1908,2173,1716,902,2021",10
24_C,2271,"330,1673,310,1400,1971,634,2200,79,840,1597",10
39_A,1958,"1125,761,1332,937,1722,1231,1999,45,1553,2227",10
1767_C,566,"755,195,2148,158,941,1494,2508,1205,1338,1378",10
7_D,2133,"1320,2405,901,2264,2172,170,2323,774,2023,1954",10
1262_C,1966,"447,196,1586,1887,2144,2200,372,1124,744,1125",10
88_A,2091,"1148,464,0,584,1913,2005,1395,545,1357,793",10
1690_A,1495,"613,1209,1429,2046,2187,956,1814,804,1894,2430",10
56_D,499,"94,310,2271,1794,735,52,299,2046,1866,240",10
317_C,1383,"189,1515,908,1024,2044,2525,202,1384,1858,749",10
28_A,878,"2504,1453,670,45,1458,1937,301,330,2183,1975",10
530_A,732,"2216,589,831,1587,2583,50,2252,1315,158,399",10
19_D,907,"1152,652,2066,68,232,2223,2408,536,1680,1562",10
1094_B,345,"200,568,1458,874,2075,261,519,1383,2586,1432",10
1539_C,603,"1634,153,240,1565,1864,902,888,280,2174,1049",10
34_B,1773,"1533,579,1016,153,544,90,1908,1673,1708,901",10
1076_B,2561,"2402,1292,2519,1586,1610,1729,2546,1400,1254,635",10
994_A,1272,"1634,587,72,1355,901,1954,1408,1219,1632,544",10
333_C,1795,"1742,1134,761,1898,908,1384,781,1125,286,1231",10
1002_B,1715,"820,1599,659,2429,1241,744,1983,2484,1207,2162",10
1553_B,97,"1741,840,1613,2193,570,154,1219,1897,2005,1881",10
431_D,2095,"1615,839,2505,1049,1582,917,1999,300,2262,1100",10
1575_D,146,"1543,1044,937,1458,2532,947,1378,2264,1562,373",10
999_C,1784,"924,694,1494,1688,1729,1810,50,851,1842,1612",10
441_D,648,"45,1814,305,2583,68,1939,134,1926,449,94",10
1050_A,1262,"774,2110,2340,1773,499,1049,1444,14,2479,340",10
268_A,1269,"898,1340,1685,2158,2057,128,333,77,478,905",10
428_A,146,"1469,465,1128,1882,240,420,1642,1325,2530,2215",10
1387_A,1251,"878,195,749,2586,2541,1576,1469,56,1515,923",10
1527_B,1942,"2113,642,625,2311,2189,1939,2036,857,2508,789",10
478_B,123,"301,2136,2254,1727,2412,58,1525,2133,744,2323",10
1090_D,1380,"2148,713,1680,636,579,1469,1044,751,2157,1294",10
1002_C,2308,"1599,820,1241,1219,744,2387,1983,777,659,1207",10
347_A,1900,"1135,2350,1939,820,25,1093,1196,1119,50,334",10
366_D,1175,"649,635,570,1814,1169,2193,312,2517,591,1712",10
1062_D,2314,"1881,1924,662,1637,1237,312,1282,659,2449,479",10
1180_D,378,"1784,644,1777,1049,780,1456,1139,2278,212,165",10
167_A,2053,"1971,1082,1078,2187,2532,2518,30,353,2488,1875",10
1094_C,60,"417,874,568,519,1383,2075,2586,2552,261,1908",10
483_D,618,"1972,1814,2554,2402,85,2450,1788,1791,2197,1886",10
553_C,1128,"541,477,202,888,2383,2408,820,538,170,2398",10
894_C,2072,"271,1741,2278,561,342,649,134,35,1279,410",10
608_A,976,"1794,627,1884,1198,2358,1244,2490,2009,1634,2494",10
751_B,1769,"2303,1184,1292,1307,917,1942,287,332,1125,1727",10
122_D,880,"2044,330,1349,68,52,2198,1579,2243,2439,1887",10
1363_C,2531,"637,1284,449,2397,450,18,2100,627,721,2560",10
1196_A,1735,"2175,1691,170,969,1311,1944,2173,2245,2271,1728",10
843_C,2312,"1877,2569,2219,2060,410,2009,532,1266,1802,1056",10
1348_B,2296,"1293,568,505,1383,1365,937,1370,1978,2381,1378",10
1513_C,684,"820,1749,916,1646,1576,1492,419,164,659,1894",10
1513_B,684,"1576,1749,624,687,916,2065,2488,164,1646,1841",10
812_A,1674,"2032,1547,1224,1978,2252,356,1494,379,2095,134",10
387_C,1918,"2373,2164,1142,120,1515,2484,825,1134,2078,2223",10
281_B,1278,"2158,170,749,1908,580,340,2009,201,287,2221",10
218_B,99,"2158,1770,2382,917,2232,991,568,1896,287,2184",10
162_C,2426,"1971,831,2518,60,2395,2164,1015,568,45,2006",10
1476_C,2228,"2221,1110,1056,1025,1582,2585,1552,1128,1554,1323",10
1732_A,1939,"2248,744,2154,1717,403,2215,1975,1408,624,2383",10
1171_A,1142,"1739,1576,2242,1048,2458,1972,1221,1358,1,1566",10
203_D,1658,"432,568,1029,1773,941,1453,2353,1951,478,1139",10
67_C,1012,"1894,30,566,1134,1230,937,1231,954,2395,60",10
52_B,2359,"1435,1196,1044,1282,1887,2225,94,195,1942,1311",10
1560_C,1725,"312,420,842,1229,1894,1051,60,588,959,850",10
288_C,1792,"1938,2350,2173,840,373,2046,2414,2009,2230,45",10
1091_D,528,"2291,2429,1676,1143,2458,1939,606,2148,74,435",10
1671_C,239,"1035,153,2272,1908,1231,791,1383,2505,1631,1282",10
166_A,2488,"2021,1316,202,1088,944,2147,68,249,1323,2429",10
227_B,1828,"256,2532,30,1090,1432,2028,566,2339,15,1190",10
1370_D,1832,"83,1772,1953,1848,2357,1314,1461,780,1917,951",10
1519_C,2386,"699,510,1842,1311,2494,843,444,1625,1644,1647",10
915_B,1986,"1842,475,1203,1864,21,1538,1731,1791,1396,1819",10
1714_A,1156,"2405,674,1566,1972,2158,956,1840,848,1209,716",10
667_C,1965,"1908,2074,2129,1529,518,1609,90,1729,2162,878",10
1441_C,1079,"2100,1562,1894,109,2436,676,220,1983,1153,1999",10
465_A,1388,"1881,1610,753,969,142,315,330,878,1324,976",10
73_A,1988,"874,153,761,1128,467,1619,794,1248,2173,1244",10
540_A,1809,"1323,531,536,579,2173,613,2187,824,2518,567",10
1017_C,38,"200,195,736,1432,621,1135,407,1751,2586,536",10
930_B,2561,"999,1254,799,1182,74,1560,1184,1323,1586,1729",10
625_B,619,"609,1219,733,1166,2066,1621,2308,353,1692,1894",10
890_C,577,"2252,2567,93,2215,838,779,1044,240,2221,1554",10
915_D,2558,"1819,21,153,475,2303,584,2093,2420,1659,1982",10
295_C,2532,"1610,1893,1554,2469,1942,580,2043,2303,2324,291",10
346_C,1452,"2378,749,1749,579,21,2429,673,946,840,825",10
1339_B,2266,"561,927,271,2036,401,1773,248,1944,519,773",10
631_D,557,"340,553,835,863,1939,775,520,2028,882,945",10
24_D,1319,"153,634,49,2200,272,1971,60,1597,79,1800",10
633_B,2539,"1805,347,1610,1751,334,519,1562,132,2221,1239",10
263_B,2234,"2190,2264,1374,1634,2272,1274,1008,2373,68,2223",10
1618_D,816,"420,2423,2063,535,1927,843,0,1539,1527,637",10
275_C,2346,"1078,50,1937,1384,45,1378,781,1383,1274,761",10
273_C,8,"1324,401,241,514,141,2113,1964,135,423,1860",10
1489_C,2050,"2217,2552,1814,69,1184,721,935,1520,1729,2356",10
734_D,1007,"97,1012,1836,2213,332,793,639,1539,875,356",10
1668_A,564,"1279,1741,620,2225,977,302,1363,1877,1292,570",10
1687_D,1103,"580,1894,1078,2200,251,587,2100,1875,795,1128",10
908_D,244,"780,1044,337,1772,1475,2158,694,1599,510,2221",10
359_C,1072,"2518,2441,1908,2076,483,1042,577,2398,1324,73",10
117_A,2356,"310,435,1523,613,1894,1791,1184,221,1142,196",10
1314_D,2260,"512,1814,1942,2272,2422,66,568,1051,1999,627",10
1668_D,42,"35,2225,570,977,2418,302,620,1363,694,1041",10
1114_B,1635,"793,1960,2508,2241,1238,1435,83,632,646,591",10
1387_C,947,"878,2541,891,1894,383,1125,923,2518,1576,2586",10
318_D,1044,"2148,1323,25,1606,2502,510,2271,1773,1277,2384",10
1032_C,2326,"2126,1722,81,1429,2552,1128,1323,1983,2272,1644",10
1608_D,2469,"2001,1634,1244,334,1190,303,908,2185,1558,1383",10
442_A,1845,"1128,1795,964,481,1078,2533,2469,779,1670,1939",10
876_A,1470,"1884,14,170,123,673,2555,478,2373,941,1231",10
1404_A,952,"516,2422,536,1181,2272,301,1015,1983,580,1494",10
527_B,1669,"1229,857,411,1271,1310,2570,1882,1733,2334,2100",10
339_C,68,"215,403,315,2530,1408,1417,1092,483,2377,190",10
1803_D,1344,"87,74,465,686,2541,155,1727,2189,2174,1970",10
1778_B,396,"85,1712,591,2193,293,2226,2341,721,1944,1047",10
1471_A,1659,"1913,35,484,1012,280,1252,902,580,1615,1000",10
806_B,133,"1478,1881,1181,312,1324,74,403,2518,1206,356",10
343_C,1740,"902,33,113,1939,853,1897,1837,1586,2267,459",10
1743_A,904,"774,1078,372,1632,1024,2402,403,674,1908,340",10
750_B,143,"1599,1972,777,2234,1909,1916,609,907,2444,1852",10
114_D,2256,"636,298,80,2271,1252,1887,391,1682,1205,580",10
1269_D,107,"1278,1983,2533,779,1672,2340,673,2350,2173,2408",10
473_A,22,"2148,1383,2173,210,1729,699,2100,755,2469,937",10
1113_D,1400,"934,1999,1578,1589,2165,1046,1251,2042,1128,1241",10
455_B,838,"759,978,1599,1808,742,1950,2292,79,1266,1751",10
1574_C,1999,"1214,1189,566,1181,1078,234,256,579,196,1908",10
1730_C,1837,"1442,1886,2486,383,307,840,1931,2137,1895,1832",10
33_A,218,"1635,1036,229,280,1049,1753,1814,972,898,1999",10
131_D,1360,"674,1164,15,2148,234,1937,907,286,156,25",10
233_A,1507,"1887,2422,2533,2225,2306,736,1881,923,885,2398",10
180_D,1990,"2520,88,762,1565,624,283,1726,307,522,2425",10
218_D,1860,"1674,947,2267,1069,1972,1139,229,1635,1770,523",10
118_D,2332,"1851,1763,2050,1685,2394,457,1815,1712,35,312",10
1041_A,2149,"1387,536,50,356,549,2173,1672,2477,1543,2306",10
1792_C,1668,"1527,0,1763,1576,649,535,648,1047,1972,1773",10
67_D,2316,"774,1458,60,1325,1894,566,32,1571,2264,1230",10
284_A,539,"521,399,2321,210,2002,150,68,2349,774,1939",10
239_B,1806,"902,1972,85,1882,1851,1951,1285,708,484,605",10
1238_A,727,"987,1282,25,72,244,1538,403,347,299,372",10
86_A,217,"1008,1634,1125,2383,1408,941,317,1711,1190,78",10
333_D,2346,"1898,1742,2227,1134,2469,908,761,1125,286,285",10
821_C,792,"1711,403,2021,546,376,408,170,1881,2463,1130",10
1104_A,377,"2167,1408,1975,1252,991,459,835,2226,831,1692",10
1020_C,637,"2278,2408,30,1954,1035,1944,1599,2397,1069,1899",10
32_C,347,"1164,1692,403,1711,245,2387,2173,50,1205,1941",10
545_C,685,"1485,2485,1183,348,1078,196,2317,443,737,963",10
287_C,2507,"1894,508,1736,1181,2552,1611,2116,672,1887,1941",10
1220_A,1893,"1128,311,536,1735,727,840,2037,2271,1691,2148",10
82_D,1660,"1190,228,2530,720,1435,1378,1282,479,2151,1672",10
356_A,1103,"2215,444,1999,2469,1529,774,1016,1378,2271,1047",10
164_C,71,"1611,2388,1942,1830,2450,2455,1671,1219,33,50",10
1690_C,1018,"2093,804,2430,1814,1894,1429,956,613,2046,2187",10
1842_D,1621,"1551,716,1840,2158,2398,1400,232,848,1275,2147",10
739_A,1630,"2264,2263,1093,2533,1660,812,930,1881,60,1119",10
545_B,685,"1485,2422,963,793,1067,2317,49,2488,312,481",10
1520_D,594,"1704,2161,1304,857,1877,2060,1401,515,2267,764",10
23_C,2032,"766,2365,1999,1772,1849,2500,1000,2100,1340,630",10
832_D,253,"884,465,2248,464,1913,438,941,444,835,1763",10
780_C,106,"1509,2213,1056,840,2248,927,1368,476,1939,2460",10
487_A,1706,"644,1851,464,85,649,2490,2394,607,1333,1520",10
1574_A,1179,"840,1181,566,1189,234,1078,256,579,196,1190",10
1825_B,1419,"1610,925,2452,240,1949,356,639,451,2102,762",10
953_D,81,"727,1227,1111,2158,2009,251,753,2126,541,2498",10
248_C,332,"85,570,918,843,1848,83,1461,43,2079,1340",10
180_B,1572,"2520,88,762,1565,624,283,1726,307,522,2425",10
67_B,2248,"2011,2264,2539,2009,1983,937,1894,954,1850,774",10
571_D,1163,"1981,1404,1248,619,779,2515,1673,2148,2305,2158",10
1855_D,1863,"2074,944,2514,1624,336,865,1051,857,1035,1024",10
676_B,267,"74,315,1614,969,1887,1266,1469,170,579,1543",10
1262_A,392,"1586,372,196,1966,447,2144,1887,2200,1124,2395",10
1066_C,1311,"1267,1093,1024,334,1805,1196,1278,891,2110,2173",10
776_B,1047,"977,2018,1730,544,1729,1998,2144,1282,251,1078",10
1541_A,2577,"969,2271,966,1311,1610,525,1776,2173,1576,482",10
1582_C,2134,"679,93,2484,2187,687,403,1978,774,419,2481",10
111_A,255,"95,68,1906,2025,785,2488,545,287,2365,1877",10
100_D,1326,"624,120,111,2548,862,2394,1119,1999,2093,1483",10
529_A,2212,"1819,1972,353,347,249,893,1275,477,2429,744",10
406_A,2351,"1939,1119,1999,2113,2031,1599,1363,534,1057,280",10
1200_D,164,"515,1761,1387,945,383,2544,2428,2518,1254,673",10
725_C,458,"330,403,2431,1024,1765,617,1190,1576,6,215",10
1088_C,2487,"153,2541,1209,499,831,1494,2586,334,862,2518",10
1760_A,2011,"1206,1692,2075,891,969,1850,580,1634,2488,1814",10
928_D,2354,"1588,2465,1318,1111,2189,2423,1541,537,1060,411",10
209_D,1995,"2449,1634,1183,1282,2541,1547,2350,1814,2366,1078",10
596_C,143,"1804,1184,1773,217,579,1479,1909,98,2085,2399",10
1334_C,2161,"912,740,2499,637,1999,271,2488,455,1972,1802",10
270_C,2577,"969,1543,2372,482,512,2586,1254,330,863,1444",10
197_D,2453,"2267,1949,401,85,1314,568,1318,283,432,640",10
1084_D,2264,"84,947,566,1460,1205,499,1795,679,2123,2518",10
713_A,946,"650,1611,2074,2093,263,1029,2215,725,2174,910",10
299_A,1839,"891,1183,310,662,153,1670,1049,2383,1206,248",10
196_B,2586,"429,1634,1506,1666,499,201,1644,893,1268,1676",10
1712_B,801,"1964,282,1368,1959,1071,2174,434,1370,2370,654",10
1200_B,724,"248,514,1254,945,1761,383,2428,2544,2518,1020",10
405_D,1646,"35,2221,444,874,2215,2163,1975,170,1292,884",10
1738_C,1202,"134,423,2311,568,236,2236,1370,1015,2009,1897",10
1646_A,1908,"373,135,1097,927,590,1252,1997,1483,2341,241",10
1601_A,911,"930,73,1543,240,621,1311,1887,340,838,2422",10
1484_C,952,"2530,1057,1311,2172,312,947,1266,251,1731,2215",10
706_C,785,"1907,1835,432,2184,647,841,1370,1997,1069,2189",10
47_B,2271,"1424,2187,1078,1887,2484,2349,1244,372,1166,1578",10
467_A,312,"340,475,1692,1975,1371,512,111,147,2238,2428",10
498_C,161,"874,536,855,1675,1692,25,312,1515,767,1091",10
801_C,227,"2252,1978,372,52,1818,1015,827,357,1579,1729",10
267_B,2524,"1800,1031,1805,481,2200,1941,2173,2530,433,2541",10
716_C,1040,"1244,764,274,1408,1633,1971,514,1999,536,1716",10
97_D,2365,"585,48,236,644,1139,2218,2460,1721,2300,1607",10
1391_C,1803,"1421,1256,1728,994,1776,2009,2173,1125,196,2502",10
815_C,904,"372,2215,2429,1282,310,1529,1579,2173,69,2518",10
554_A,2095,"835,947,492,2530,337,563,1773,1412,523,1586",10
191_A,1981,"2212,671,1887,2046,1441,1894,878,840,674,151",10
166_B,891,"1316,2021,2291,2147,249,1972,2429,1551,1807,2133",10
1847_A,1361,"1949,1139,15,1205,1494,2185,407,1672,1814,2158",10
1061_C,2139,"536,1112,1571,2386,2518,1554,1164,1278,2252,2516",10
613_B,942,"1634,1184,1363,164,2291,1088,21,111,2271,1549",10
825_A,1946,"857,1179,2272,1711,499,357,319,2552,627,94",10
1364_D,2493,"470,1056,451,935,1970,1733,2357,1283,1229,1949",10
194_A,2457,"2075,1884,1244,2229,1485,1981,624,2172,2252,1408",10
356_B,2035,"1999,774,444,1529,1057,2469,1016,2179,1378,2443",10
1164_B,1183,"1285,1617,898,1049,463,762,2435,1704,427,1037",10
1403_A,1883,"570,1844,1015,554,2334,709,2490,1047,1725,1271",10
402_C,2078,"353,1978,1143,2547,1551,1479,1799,687,1223,1166",10
1812_B,393,"422,1819,1949,639,1970,1375,898,323,1584,1886",10
570_A,262,"271,1634,478,2383,2291,2100,35,2402,1231,902",10
456_B,1198,"1231,413,2422,519,2291,2494,1939,1125,1111,1805",10
1242_A,996,"1244,1311,862,1266,1847,1741,677,1894,2221,835",10
996_D,2432,"1527,935,51,1565,1741,1252,2452,872,1661,1763",10
1510_B,2288,"49,733,189,1378,1908,58,1800,1183,68,403",10
154_D,747,"972,1219,2434,2100,1684,2267,1999,1941,1832,2150",10
866_D,626,"1729,1110,602,1378,1814,1824,479,2200,2221,1949",10
433_C,1327,"661,1380,874,1614,1388,1554,499,1409,111,409",10
1066_B,2022,"1814,2110,330,569,672,1024,1093,511,1800,908",10
1533_D,2517,"595,1584,1848,398,1435,1391,2489,312,1835,736",10
46_C,31,"1139,1971,33,891,1363,1324,1078,1554,1254,713",10
255_D,20,"546,1894,2170,2311,986,1275,1692,1358,1,885",10
489_B,1678,"877,1985,305,2345,607,549,307,113,561,1944",10
699_A,1287,"835,2175,478,1200,2490,719,877,2050,153,908",10
974_A,470,"910,2486,895,1279,383,1368,1304,1773,1056,2336",10
426_D,278,"1035,60,1576,1311,2449,444,2552,2530,1765,502",10
26_C,2316,"2291,2508,1363,356,536,2070,686,384,1326,1214",10
1212_A,1348,"853,293,396,1972,2236,1783,1975,450,2488,287",10
1106_A,1819,"1599,1783,2370,1698,1721,1906,1539,2311,1097,280",10
333_B,1510,"1125,2264,1134,908,2227,1742,761,1898,286,2009",10
247_C,791,"1579,1387,1251,1999,2173,2181,1672,2556,2225,2217",10
1868_C,801,"1368,1281,2521,2362,1611,2424,570,530,9,1550",10
1096_D,1611,"138,1893,2490,1937,1139,2109,283,1875,2566,1502",10
1516_A,205,"486,1517,25,1651,1253,839,123,568,2009,901",10
1222_B,151,"1941,45,376,901,68,2449,567,1908,1887,2248",10
184_B,1720,"1244,1634,1925,2431,1125,1135,315,1378,1293,2109",10
195_A,1566,"579,2154,1549,727,820,1044,2271,759,1184,200",10
311_A,1925,"2296,945,515,1160,1338,2054,878,843,438,923",10
1398_A,2544,"2454,300,1499,1743,1318,2232,293,1067,244,212",10
11_C,690,"2267,1746,1894,1545,459,814,1763,2488,1532,2403",10
172_C,936,"617,2148,1125,634,939,1179,2383,1365,1971,947",10
11_B,690,"403,2489,1960,1056,1180,459,563,1318,280,35",10
13_C,161,"81,579,1725,552,2422,2217,509,1078,52,2283",10
1430_A,1218,"891,1655,1282,1024,1807,2518,722,1980,546,2406",10
1628_B,379,"1751,951,2221,563,132,2106,519,1554,2586,1896",10
1136_D,1013,"17,120,1181,2422,2387,1902,1881,1751,835,2093",10
985_A,234,"2518,1939,1024,336,959,2469,2449,2481,1909,2323",10
1162_B,1259,"1722,1206,2373,1190,2027,357,1856,1983,403,2175",10
621_B,1013,"1494,774,1049,941,1794,553,1134,1435,508,685",10
90_C,2137,"1363,1815,1741,2267,2408,2370,431,1570,2193,1539",10
436_B,1639,"2018,2165,353,511,602,580,1205,1696,1024,285",10
1126_A,1528,"1835,420,2271,1972,992,2060,1321,599,532,1344",10
118_A,877,"2050,1851,1763,1685,1815,2394,457,1712,35,312",10
1200_A,1255,"515,1387,1761,945,1254,2428,2544,383,2518,673",10
399_C,2087,"1680,2530,908,240,1941,1245,2488,1163,673,516",10
673_D,563,"2357,1656,2500,1999,1893,2302,1067,569,1513,640",10
213_D,947,"617,1523,835,1576,1396,659,1834,2373,1429,1424",10
321_C,2143,"2215,1051,621,1941,2567,1680,2519,2027,516,210",10
548_A,2191,"1759,774,739,170,372,2065,674,2033,2126,1070",10
1670_D,2231,"725,1442,1814,743,1128,591,635,2236,1882,1069",10
1046_A,1394,"1119,688,141,2248,569,791,1184,1634,947,1266",10
1021_B,1766,"1294,540,79,1268,2292,1128,835,1417,341,2408",10
152_C,2392,"60,15,699,619,1571,674,1941,1887,598,1744",10
607_C,308,"2272,247,1759,1478,1999,111,1515,857,245,147",10
1673_B,2364,"240,153,742,1648,1485,724,2349,1910,1986,2373",10
254_B,1507,"2034,1561,2350,1522,1302,2198,1384,196,2229,568",10
498_B,767,"855,330,1675,1515,1692,25,536,312,2033,1091",10
837_B,1336,"2001,1093,56,908,2350,481,516,1941,2272,2422",10
1765_A,1796,"1393,1128,248,85,1294,843,1851,1435,2031,1323",10
106_A,1362,"773,1773,599,251,2236,2100,423,95,444,1502",10
133_B,405,"1283,927,1741,1565,2189,1176,1746,840,1325,2516",10
87_D,379,"1971,688,2248,563,482,1304,1777,499,519,2586",10
1442_C,101,"1726,43,1292,62,307,2079,2334,87,977,1481",10
828_A,2138,"2429,2173,674,372,579,1759,335,245,1063,1914",10
36_B,267,"2271,751,1469,2277,1421,483,1680,1676,153,2383",10
419_D,1083,"1972,1939,1015,356,204,1763,2072,444,773,1229",10
261_D,427,"737,791,2272,855,387,1128,613,1282,568,2154",10
339_B,661,"1408,969,2472,403,1092,1975,373,1323,791,614",10
1189_D,1814,"1042,2541,2012,2402,1881,1941,403,2306,301,1006",10
479_A,230,"161,30,1091,1128,1424,1051,240,1206,1311,1624",10
968_B,195,"1768,1464,2518,1091,1311,444,1000,2402,1942,1324",10
1835_B,2371,"2225,1230,399,941,2449,671,384,1482,175,1848",10
585_D,512,"1598,2533,969,1408,1304,98,1835,1370,1139,337",10
41_B,2386,"1044,568,580,753,1543,2383,2585,330,315,1562",10
1312_A,1255,"332,1020,2428,1538,1254,260,2408,1387,1761,514",10
597_D,1156,"339,1142,1243,1209,1275,619,1881,195,394,2398",10
606_D,1012,"1323,2017,32,113,793,1939,1230,2576,937,1181",10
733_A,339,"1001,1954,619,330,1398,170,2525,840,1734,2350",10
134_A,1876,"1012,2092,1441,941,45,251,134,90,1435,30",10
1516_D,2333,"1253,2009,336,486,831,1169,2541,1867,1151,901",10
418_A,1115,"1179,1293,755,420,1644,2126,1634,2431,142,1925",10
831_B,91,"1808,2340,2402,2408,1814,195,1894,1049,1128,1266",10
483_C,982,"1229,2213,2554,465,1773,1788,554,2450,612,1012",10
408_B,1730,"2525,901,301,1515,2044,189,1675,1244,2481,749",10
503_D,1696,"2070,1024,1091,2167,736,975,566,1894,2383,1205",10
1044_D,464,"644,1897,1056,1802,51,2100,584,2552,1881,857",10
539_C,545,"1939,1967,615,356,2394,2193,2341,1015,2432,1292",10
772_B,151,"1183,49,567,697,1908,1128,733,1282,403,2431",10
422_D,905,"1800,1279,857,1765,2443,423,1597,1125,2070,138",10
533_B,1549,"979,820,990,91,1980,14,606,676,848,1972",10
856_C,450,"2210,2236,2158,1325,653,1882,1509,1279,1254,2511",10
998_C,4,"1543,1190,937,954,1294,975,1614,891,1266,74",10
709_B,445,"1461,415,2373,1340,883,2465,1814,872,1893,2289",10
27_B,1597,"520,1078,673,2001,2187,93,579,1134,1035,533",10
1830_B,933,"701,2336,1481,1607,2158,883,2236,1480,972,1176",10
1499_B,1909,"2066,891,2223,687,1637,1807,1135,1280,1429,777",10
1029_C,936,"736,878,2221,2220,1411,568,1387,1111,753,1576",10
1003_A,2344,"1615,1370,1478,584,86,2556,1400,1275,1894,1469",10
1807_A,64,"703,1044,1035,1562,1169,536,2474,1983,502,2187",10
529_D,1667,"722,1972,353,893,347,249,477,240,1275,2429",10
1193_D,309,"1997,2283,927,615,1818,673,625,700,1588,432",10
794_A,2265,"310,945,1458,2187,1396,1300,2340,1920,2402,824",10
399_A,2488,"1163,2530,1941,2187,673,1245,516,1680,2100,1494",10
718_B,1614,"2277,2274,842,1999,1765,2488,2408,995,170,1644",10
990_A,1173,"1246,888,744,495,1241,835,172,326,1955,1637",10
298_D,346,"2533,2215,1324,930,196,2431,1881,2402,516,2221",10
1636_A,194,"1391,272,1180,113,2158,2079,1877,2267,415,94",10
1060_A,114,"1970,1587,910,2218,2373,83,1009,1543,1389,2464",10
385_D,33,"215,2225,1897,634,1480,1791,1323,2570,423,1271",10
52_D,1734,"1875,1435,1311,1282,1044,1266,1887,84,1942,2060",10
853_D,2154,"2187,353,820,1971,1909,941,2021,1035,840,624",10
849_A,2413,"469,478,831,1182,1035,1942,1215,2349,1282,580",10
69_A,906,"2340,1370,1716,121,1222,584,196,1091,714,2538",10
159_A,1701,"2248,1826,994,46,1908,471,74,170,2408,512",10
1367_A,1556,"663,2327,2349,1078,2144,1576,2053,54,1015,301",10
424_B,1319,"2291,2009,2517,454,877,2350,1634,969,549,2100",10
613_C,2208,"2447,164,1363,1184,21,111,2291,310,1088,2271",10
112_D,1542,"1807,1551,1078,2223,477,1999,2272,1208,1711,447",10
1031_A,1155,"1637,916,1259,2525,2512,2373,2012,2458,2359,347",10
1633_D,74,"975,499,1634,1558,2215,569,2532,727,580,2070",10
812_D,119,"1547,1139,1224,1978,1494,2252,356,134,2139,1908",10
1093_D,1186,"1078,1019,343,352,1716,1184,1094,1741,644,1302",10
1216_B,373,"1682,14,617,937,512,2046,673,256,1284,2479",10
1187_C,1365,"1183,467,2221,959,2481,2158,781,310,1576,2203",10
1652_B,994,"1576,947,379,1194,195,1408,1093,1565,1751,673",10
12_B,2156,"1139,570,312,2236,451,764,1949,1488,2036,701",10
862_A,57,"1791,1285,1304,1370,1599,1436,1691,2158,417,2373",10
1664_A,171,"256,30,1692,2552,403,673,1361,2408,759,969",10
746_D,1862,"1274,774,499,1408,138,1680,1128,1170,1566,1963",10
996_A,927,"1661,561,1344,1202,1763,1741,1565,872,615,599",10
1528_B,2148,"558,1190,303,1887,1728,391,692,1181,1582,14",10
318_B,1044,"2148,1323,25,1606,1773,2271,2502,510,1944,1277",10
1655_C,1881,"68,2264,2017,1230,1887,674,1543,2001,1458,1562",10
1610_C,1553,"2224,668,1035,90,1179,1163,30,568,739,358",10
245_B,2206,"1867,1751,2518,840,2167,1601,310,39,699,25",10
144_B,271,"954,35,580,584,2253,1881,260,908,2431,2221",10
57_A,718,"404,2423,1897,669,2334,625,35,1097,654,2248",10
688_A,8,"654,2117,785,899,773,1483,777,426,2156,1599",10
908_B,1691,"1610,1772,2158,1599,694,840,1791,1044,1506,1304",10
1713_A,2125,"840,2481,874,1,1644,2316,1800,1181,2408,1066",10
1803_B,1344,"2408,465,1408,943,1970,1703,1202,2189,1370,2174",10
868_A,2438,"234,2217,1800,1473,2533,1400,2046,2586,1274,1576",10
809_D,1049,"1354,699,1716,1566,568,755,1939,74,936,1142",10
1664_B,2384,"1692,30,256,1672,673,2408,403,178,1361,727",10
1598_A,1760,"1875,2019,1672,1648,1795,587,215,285,550,2546",10
53_A,1877,"2072,785,263,2486,2348,912,28,2104,355,2452",10
1249_D,2479,"484,774,1628,200,14,1751,2530,628,1214,1444",10
838_D,2204,"356,1671,1996,272,1281,746,1741,561,2056,1057",10
1733_D,1532,"1189,1565,1765,566,570,1139,1047,1791,1231,30",10
106_C,1445,"2236,624,1271,2100,773,251,1939,95,444,2113",10
383_D,1648,"1128,1634,2518,974,579,2028,34,2126,2488,301",10
1770_D,2340,"372,2402,1800,2532,1937,499,969,2001,1514,2217",10
