query_id,content_id,hard_negatives,hard_negative_count
104_A,969,"132,373,74,1153,2539,1206,1729,1219,1388,1735",10
1033_B,1266,"2291,94,1728,1417,1533,1219,1729,512,561,1972",10
500_D,936,"1411,1716,1240,440,1394,142,2376,81,713,1631",10
1700_A,153,"2541,2552,2542,339,447,2278,561,1576,2100,1972",10
1145_C,349,"937,44,1676,1140,1504,578,2011,2384,482,703",10
950_D,1459,"754,2020,171,482,2384,525,1012,44,703,578",10
24_C,2271,"1319,568,2530,1971,1383,980,1634,2173,561,1814",10
39_A,1958,"699,959,2408,1795,566,1054,712,1978,2278,1972",10
1767_C,566,"674,481,934,520,1134,1999,1214,1971,256,561",10
7_D,2133,"2273,2123,419,2481,1619,151,2525,2278,561,1983",10
1262_C,1966,"392,732,1306,1264,2368,377,2457,1623,2278,1998",10
88_A,2091,"1608,912,338,192,648,559,457,1927,746,2025",10
1690_A,1495,"1018,413,357,498,50,1057,1243,2154,1128,69",10
56_D,499,"1918,862,2163,942,2208,221,2100,1986,312,2278",10
317_C,1383,"1898,2431,1403,611,1730,1730,2552,1978,1773,1972",10
28_A,878,"1824,2109,2383,670,673,561,1773,1978,2278,1972",10
530_A,732,"461,2198,1966,1098,1306,1225,2426,2457,377,1998",10
19_D,907,"2147,1916,684,1655,1246,120,1549,633,749,172",10
1094_B,345,"60,1533,242,178,711,2383,1634,561,1378,2173",10
1539_C,603,"248,1329,2543,924,635,1000,1769,1770,463,561",10
34_B,1773,"228,2264,1978,1972,1599,1533,126,2402,2408,2541",10
1076_B,2561,"1101,2325,1794,1409,561,1132,1249,344,2100,148",10
994_A,1272,"2412,2254,716,1619,2033,2162,399,2187,1035,824",10
333_C,1795,"2346,1510,1138,496,941,339,1632,1978,2278,1773",10
1002_B,1715,"2308,760,2242,2073,1542,988,679,1424,579,1840",10
1553_B,97,"793,2189,1886,2486,1321,0,1851,1194,1970,356",10
431_D,2095,"11,1586,417,2318,862,766,50,1219,499,312",10
1575_D,146,"414,1792,2473,1437,1881,1032,484,1012,2541,2136",10
999_C,1784,"1216,1688,1136,1187,2437,1586,1029,2443,2508,1939",10
441_D,648,"2056,746,554,1423,910,877,1545,192,686,459",10
1050_A,1262,"1666,683,859,1535,2240,2581,1433,1432,1871,2277",10
268_A,1269,"563,728,448,532,556,1481,2508,1942,141,263",10
428_A,146,"2263,414,1792,2473,1437,2042,909,484,1012,1881",10
1387_A,1251,"947,1933,481,1152,1557,2066,2339,561,857,136",10
1527_B,1942,"33,1363,1906,1570,620,1669,2106,280,1326,1707",10
478_B,123,"1315,1591,2033,2392,322,561,2278,2402,1983,2311",10
1090_D,1380,"2046,160,1641,2135,1277,528,1644,1834,536,519",10
1002_C,2308,"1715,2242,760,2368,1542,2073,679,1424,579,1840",10
347_A,1900,"1205,1890,1544,1374,835,1278,2507,1219,68,2221",10
366_D,1175,"2332,1883,1788,2388,396,396,305,2353,2197,2103",10
1062_D,2314,"1764,717,1576,2458,1659,1814,561,2278,2100,1839",10
1180_D,378,"179,2435,1102,2416,1099,1187,1704,7,439,62",10
167_A,2053,"2109,1103,2035,671,388,388,2323,1282,1135,1435",10
1094_C,60,"345,711,1093,2482,2383,1634,561,2173,1378,1814",10
483_D,618,"828,982,1180,935,1790,1668,2105,686,2204,2072",10
553_C,1128,"1523,120,1130,561,2173,2278,744,2387,1008,1152",10
894_C,2072,"1678,1252,1325,653,1985,1333,1565,1926,1851,307",10
608_A,976,"2228,89,1240,2296,440,1198,1388,713,1410,672",10
751_B,1769,"463,678,1000,248,635,924,1128,561,603,953",10
122_D,880,"1600,1923,2503,589,2325,2457,377,2391,1623,1998",10
1363_C,2531,"1289,2188,996,1382,293,1117,1052,535,2555,2360",10
1196_A,1735,"265,1388,1044,1012,2070,484,1881,1729,807,156",10
843_C,2312,"1318,1509,912,1370,515,476,1281,639,570,1351",10
1348_B,2296,"1882,254,271,2489,478,2228,713,1410,1631,52",10
1513_C,684,"907,1655,59,561,1119,1128,296,1057,1316,1206",10
1513_B,684,"907,1655,59,561,1119,296,1128,1316,1057,1206",10
812_A,1674,"747,119,989,919,1603,1585,1731,2507,2492,1586",10
387_C,1918,"1864,1825,499,787,1104,606,2208,624,221,1986",10
281_B,1278,"201,391,636,1775,1835,857,2072,867,334,669",10
218_B,99,"1860,1037,509,489,766,1753,300,16,1617,1586",10
162_C,2426,"1225,2198,461,2462,1873,732,732,2457,377,1998",10
1476_C,2228,"976,2472,2296,2386,52,713,672,1631,1410,561",10
1732_A,1939,"1128,2158,2100,561,2278,2311,1599,568,1046,1378",10
1171_A,1142,"984,1479,2484,1624,893,20,2034,825,1492,1209",10
203_D,1658,"1097,2517,2227,992,1611,1543,745,2269,269,1602",10
67_C,1012,"2316,2248,524,1377,2541,484,1881,1032,2136,478",10
52_B,2359,"1734,1542,1259,1510,638,1680,1507,2586,1277,1834",10
1560_C,1725,"1422,915,2050,719,1167,1183,996,1219,441,1065",10
288_C,1792,"433,2473,2582,1501,64,1435,835,2469,857,1294",10
1091_D,528,"1380,485,1454,131,1277,1641,1644,2046,68,1284",10
1671_C,239,"1473,243,1950,2260,995,505,2110,2340,2038,1219",10
166_A,2488,"891,547,315,1345,1005,633,172,79,561,2398",10
227_B,1828,"214,1682,1660,561,240,2278,2469,2148,1999,1219",10
1370_D,1832,"1456,332,383,2544,1436,76,156,2443,2508,1745",10
1519_C,2386,"1582,210,2568,1925,1737,2376,2475,713,936,672",10
915_B,1986,"2558,2208,2428,1371,635,248,499,561,924,1015",10
1714_A,1156,"381,2399,1578,609,1621,1152,234,2278,561,1576",10
667_C,1965,"1973,2039,1756,800,61,539,145,2191,1622,39",10
1441_C,1079,"628,817,751,1946,2549,1433,1666,1191,838,1432",10
465_A,1388,"1111,265,346,290,1198,713,2139,2475,1821,2513",10
73_A,1988,"1248,1379,794,1402,2392,322,1315,1705,123,2033",10
540_A,1809,"1705,2542,1248,2515,2392,399,1219,1972,1529,2278",10
1017_C,38,"2217,811,129,1590,1360,1852,1219,742,2278,1972",10
930_B,2561,"1101,2325,1794,1409,561,1132,1249,2100,344,148",10
625_B,619,"2123,1398,854,1070,2206,1396,804,1759,2368,679",10
890_C,577,"593,400,2088,1639,751,107,1666,74,373,969",10
915_D,2558,"1986,652,2428,1371,248,635,499,924,1015,644",10
295_C,2532,"2518,256,1999,55,82,1219,212,379,156,1044",10
346_C,1452,"326,1820,1799,498,2163,888,499,624,777,312",10
1339_B,2266,"923,1897,1434,236,2459,51,1908,1707,280,2334",10
631_D,557,"762,2009,227,1022,2480,561,1800,1219,183,1435",10
24_D,1319,"2271,1416,1514,2326,1383,980,1634,2173,561,568",10
633_B,2539,"969,132,1948,734,1663,1219,1729,1388,1735,1044",10
263_B,2234,"172,2579,29,1206,1807,1915,749,1909,2278,907",10
1618_D,816,"402,555,870,2056,1370,2025,1959,1837,2241,450",10
275_C,2346,"699,1730,2203,285,447,496,1978,2278,1773,1972",10
273_C,8,"2362,9,235,2156,1321,2117,1707,725,1314,280",10
1489_C,2050,"1725,915,1167,1422,719,1183,2507,1065,1219,865",10
734_D,1007,"2355,1399,926,1877,1687,2161,2394,1851,561,1370",10
1668_A,564,"42,2010,1034,1828,1943,1430,1842,2564,262,1025",10
1687_D,1103,"388,2107,2053,2035,781,2109,1047,2323,1384,671",10
908_D,244,"1691,1776,337,57,165,391,1291,2060,384,1464",10
359_C,1072,"572,960,2326,823,1630,2045,2586,1680,1571,519",10
117_A,2356,"105,1646,498,2061,181,499,1015,312,372,624",10
1314_D,2260,"2110,239,1267,243,1473,995,505,2038,2340,1950",10
1668_D,42,"564,1286,1034,1023,1943,1430,1842,2564,262,1025",10
1114_B,1635,"439,1704,7,311,1099,622,949,2310,1896,179",10
1387_C,947,"1251,2339,2483,136,1557,2066,561,330,2271,1152",10
318_D,1044,"1755,156,835,2566,1135,1735,1562,2070,1388,1729",10
1032_C,2326,"1416,1074,1063,328,2181,2306,561,987,2278,2518",10
1608_D,2469,"2101,2054,971,1937,974,1282,1135,1435,1978,1805",10
442_A,1845,"1628,2125,2431,1299,1051,1577,1378,561,2396,1729",10
876_A,1470,"2130,1356,191,1428,1975,1950,995,505,1610,1554",10
1404_A,952,"2352,1884,1072,64,438,484,1219,1881,1729,2583",10
527_B,1669,"620,1906,33,2516,1363,1942,1942,1570,2106,280",10
339_C,68,"661,2519,196,1834,835,2209,2209,1219,519,536",10
1803_D,1344,"829,1964,431,599,1440,410,1942,1071,356,33",10
1778_B,396,"2332,1788,2450,1175,1883,305,2388,2353,2197,1252",10
1471_A,1659,"1129,2378,2314,1986,499,221,644,1599,2100,561",10
806_B,133,"2542,1749,1933,2398,2217,1219,742,857,2278,561",10
343_C,1740,"85,1940,368,1370,515,561,1219,465,1543,2161",10
1743_A,904,"890,247,2276,1596,2160,914,2112,531,177,2023",10
750_B,143,"832,403,891,2142,1540,2398,1593,80,633,59",10
114_D,2256,"2131,974,1606,2372,978,2225,1153,74,373,315",10
1269_D,107,"911,1911,2143,1510,74,373,1666,969,315,220",10
473_A,22,"2395,2375,1016,2565,2546,1428,242,1244,2136,840",10
1113_D,1400,"1648,1558,34,1435,1639,2278,561,568,1282,2173",10
455_B,838,"3,1421,2277,1606,418,1666,1871,1433,1432,1755",10
1574_C,1999,"1179,561,2518,2586,1972,1773,1978,2278,1125,1599",10
1730_C,1837,"450,1959,207,1783,2569,2161,2241,1370,2025,374",10
33_A,218,"961,1187,7,1704,1224,62,1939,179,1456,1586",10
131_D,1360,"1852,975,2001,1134,1130,623,2278,1219,857,1978",10
233_A,1507,"1680,706,1005,1963,2359,1734,2586,1834,1729,1277",10
180_D,1990,"1572,2041,1961,2155,470,576,1836,561,1877,226",10
218_D,1860,"99,1745,1617,1772,766,1753,16,2371,300,1586",10
118_D,2332,"877,1788,1883,1175,2388,2197,305,2353,2450,396",10
1041_A,2149,"1718,508,1107,1650,1902,427,299,161,2507,1179",10
1792_C,1668,"982,1455,1678,828,618,1815,1835,2204,1357,743",10
67_D,2316,"1012,2248,2017,909,2175,484,2541,1881,1032,2136",10
284_A,539,"22,2546,1938,90,1708,2327,874,1078,1244,1773",10
239_B,1806,"1133,951,332,694,156,384,510,76,2502,379",10
1238_A,727,"389,2221,835,759,636,1219,1311,68,1773,1972",10
86_A,217,"29,1463,1980,317,1655,202,1048,1909,1566,1246",10
333_D,2346,"1795,1510,1730,2203,285,496,339,1978,2278,1773",10
821_C,792,"2098,1641,2143,1075,217,2398,79,346,1576,561",10
1104_A,377,"1623,1823,2457,390,1966,392,2192,2344,1767,2278",10
1020_C,637,"264,293,1281,1242,1117,1382,435,2360,2283,2555",10
32_C,347,"98,1566,2458,1374,340,1206,172,1219,1130,1729",10
545_C,685,"1902,13,17,1373,299,1179,2278,561,1219,1972",10
287_C,2507,"1373,552,509,1037,1782,1210,1179,1183,2278,2100",10
1220_A,1893,"1108,1276,1768,866,130,1417,1896,401,622,1974",10
82_D,1660,"1880,1682,214,1828,561,2278,1773,857,1972,2311",10
356_A,1103,"2035,2053,781,1384,671,54,840,1244,1219,2412",10
164_C,71,"590,159,881,1780,828,1985,1333,1252,653,2072",10
1690_C,1018,"1495,413,357,498,50,1057,1243,2154,1128,69",10
1842_D,1621,"1976,609,2399,733,1749,2278,1156,1578,561,1576",10
739_A,1630,"968,2480,1781,2098,267,2586,519,1680,1571,1729",10
545_B,685,"1902,13,17,1373,299,1179,2278,161,561,1219",10
1520_D,594,"1303,47,1475,1654,1412,1312,1234,283,1949,2465",10
23_C,2032,"2437,2492,919,284,1559,1187,1784,1530,1488,1603",10
832_D,253,"554,721,570,935,746,746,192,996,457,1219",10
780_C,106,"551,1719,1752,1348,85,2493,2394,1851,1370,2432",10
487_A,1706,"1446,833,1357,567,398,686,535,996,618,700",10
1574_A,1179,"1999,1867,2215,1773,1972,1978,2278,1125,1599,2009",10
1825_B,1419,"281,1149,2102,1425,1513,2137,1389,1917,977,1868",10
953_D,81,"672,1751,2317,1198,1308,902,713,2376,1631,52",10
248_C,332,"1133,694,1832,383,2544,156,510,1745,1239,2502",10
180_B,1572,"1990,797,2155,470,576,1836,561,1877,226,2210",10
67_B,2248,"1012,2316,1881,734,2541,484,1032,2136,524,502",10
571_D,1163,"1861,1424,579,123,1988,1248,1315,1705,2033,824",10
1855_D,1863,"474,273,1484,588,230,1074,1120,1520,457,1210",10
676_B,267,"954,436,1417,727,2008,400,1680,1644,2046,1641",10
1262_A,392,"1966,650,1006,41,2368,377,2457,1623,2278,1998",10
1066_C,1311,"553,2022,835,759,413,2519,196,1219,536,1729",10
776_B,1047,"671,1384,1813,829,2040,54,2049,2323,1587,781",10
1541_A,2577,"1487,2042,1781,132,547,540,1735,1044,1388,857",10
1582_C,2134,"1280,1980,371,1374,1152,1909,234,1549,2066,579",10
111_A,255,"1351,1528,137,527,423,773,1279,2394,789,2161",10
100_D,1326,"1396,463,478,423,465,248,635,1769,1770,924",10
529_A,2212,"1667,296,1518,2298,1372,1468,1365,561,1119,1316",10
406_A,2351,"1203,468,1445,248,1879,635,1770,1307,924,2331",10
1200_D,164,"724,1255,2548,1508,1794,111,2309,2257,2367,1025",10
725_C,458,"481,575,656,2270,674,520,2389,2285,1026,931",10
1088_C,2487,"2230,391,1278,1127,1219,835,1729,68,857,1091",10
1760_A,2011,"578,44,482,2384,171,349,937,1676,703,1459",10
928_D,2354,"556,1481,1265,821,1269,1269,141,263,95,1939",10
209_D,1995,"2212,1518,2298,2246,161,1107,299,2507,2149,561",10
596_C,143,"832,403,891,1610,792,2398,1540,1593,59,633",10
1334_C,2161,"2569,764,374,2454,1783,1927,2394,789,270,1851",10
270_C,2577,"2042,1487,1781,909,1219,742,2278,561,2070,1972",10
197_D,2453,"813,88,1149,1363,280,1480,1389,1917,1707,2232",10
1084_D,2264,"228,1533,2481,2222,1773,126,2278,1978,1972,673",10
713_A,946,"1329,181,2229,2503,2351,1203,468,1445,924,1879",10
299_A,1839,"1761,31,1977,561,2100,2278,1634,2158,1538,2311",10
196_B,2586,"1971,1999,561,1680,256,256,1049,1729,835,1219",10
1712_B,801,"537,2572,411,92,95,1007,2267,1056,1061,1633",10
1200_B,724,"164,1255,2309,2265,2364,1794,111,2257,2367,1025",10
405_D,1646,"2356,1302,624,312,105,499,1015,372,1219,862",10
1738_C,1202,"599,219,1071,2521,5,1707,1703,1942,356,1067",10
1646_A,1908,"51,536,1078,68,923,1897,1707,280,725,2334",10
1601_A,911,"1911,220,2143,1235,373,74,1666,315,2488,969",10
1484_C,952,"66,2352,1884,1072,64,2395,484,1219,2583,1881",10
706_C,785,"280,2454,2336,2570,1505,434,1707,813,88,367",10
47_B,2271,"1403,568,2530,1971,1181,1024,1057,50,2154,1128",10
467_A,312,"1302,372,624,1646,499,2100,1972,2278,1219,888",10
498_C,161,"767,1013,427,2246,737,299,2278,1179,2507,1219",10
801_C,227,"536,1125,511,1364,2470,1560,1457,2024,2297,2343",10
267_B,2524,"1921,2473,1085,2523,2326,466,27,561,1219,330",10
716_C,1040,"263,430,2572,872,420,1219,2267,2334,1067,1056",10
97_D,2365,"625,532,1897,415,1791,114,1997,1707,280,1314",10
1391_C,1803,"1766,49,811,1924,265,1755,2070,2436,2142,2068",10
815_C,904,"2138,890,247,2276,914,1710,2023,2112,531,1396",10
554_A,2095,"1704,11,1586,417,1630,2045,7,1896,1743,439",10
191_A,1981,"145,1441,579,1282,2323,2148,1435,1135,736,561",10
166_B,891,"2488,547,885,1562,403,633,172,79,2398,561",10
1847_A,1361,"1224,941,1805,2530,481,1400,1597,1282,1435,1135",10
1061_C,2139,"1213,1821,2513,2475,2220,1716,2058,849,2376,1925",10
613_B,942,"2208,624,221,181,499,1986,2100,1599,2278,312",10
825_A,1946,"573,2247,2169,662,131,1610,1693,1554,541,2215",10
1364_D,2493,"2102,1041,2394,2432,1917,85,1370,515,1851,2174",10
194_A,2457,"631,377,732,1966,1623,836,836,491,392,1998",10
356_B,2035,"1103,2053,671,1384,54,1047,840,1244,1219,2412",10
1164_B,1183,"2318,23,2050,865,719,1102,1029,1586,989,600",10
1403_A,1883,"2353,2332,1175,1788,2103,396,305,2450,2388,2197",10
402_C,2078,"2363,1048,896,546,1825,606,1057,749,1469,50",10
1812_B,393,"118,275,761,992,1488,745,949,1340,2426,54",10
570_A,262,"1079,2003,810,2522,1430,2097,2545,830,2215,1808",10
456_B,1198,"81,104,290,2228,976,713,2376,1631,2407,936",10
1242_A,996,"1520,1169,457,2583,686,2050,1183,441,1210,1219",10
996_D,2432,"927,515,1348,1041,451,1505,356,2174,773,2397",10
1510_B,2288,"1035,2350,151,2504,2335,2187,189,2278,579,2002",10
154_D,747,"1731,2057,2194,803,1585,1674,989,2507,2492,1603",10
866_D,626,"1937,2225,34,1282,2469,1435,1805,1978,941,1135",10
433_C,1327,"782,222,1428,1011,2100,2158,377,2278,1972,1599",10
1066_B,2022,"553,1311,661,1562,519,2519,196,1219,536,561",10
1533_D,2517,"615,2227,1044,992,269,2269,1543,745,1658,1611",10
46_C,31,"1761,1839,1977,1538,1219,68,536,2100,561,1237",10
255_D,20,"893,1492,1841,1261,1209,986,1173,2034,2484,1142",10
489_B,1678,"734,459,2560,982,828,686,1565,584,935,2204",10
699_A,1287,"1073,365,2151,676,632,1059,1183,1219,591,188",10
974_A,470,"797,576,2041,1990,1572,1836,883,226,1877,2210",10
426_D,278,"952,868,712,2532,64,1792,1219,1012,484,478",10
26_C,2316,"1944,2474,2017,909,2175,2301,141,530,1012,1219",10
1212_A,1348,"2432,1480,899,85,1370,515,2174,1180,1041,561",10
1106_A,1819,"404,2466,2262,2163,105,1181,1024,2031,1279,793",10
333_B,1510,"1795,2346,2359,1259,638,496,339,1978,2278,1773",10
247_C,791,"1787,2009,1999,1972,2311,1978,1773,2278,2172,673",10
1868_C,801,"95,2572,411,92,537,1056,2267,1061,1633,2106",10
1096_D,1611,"2427,90,336,128,1435,1400,745,761,2416,2426",10
1516_A,205,"526,2333,574,1870,629,1167,1183,1422,915,2050",10
1222_B,151,"2525,2288,2323,245,447,1619,2278,561,1576,153",10
184_B,1720,"2126,2472,1115,1716,1394,834,672,81,713,1631",10
195_A,1566,"1852,1048,172,217,78,565,1130,1219,1017,1729",10
311_A,1925,"1636,1569,162,2386,2386,2376,849,2475,713,1821",10
1398_A,2544,"383,332,1832,1436,76,1456,1772,1617,2502,1860",10
11_C,690,"2118,1574,2337,2241,1783,1219,561,356,1325,2025",10
172_C,936,"2376,1240,440,1394,210,736,1507,81,2472,672",10
11_B,690,"2118,1574,2337,2241,1783,1219,2025,1927,561,356",10
13_C,161,"1013,427,2246,299,1107,2507,1179,2149,1650,2278",10
1430_A,1218,"202,1463,1131,1812,234,1909,1773,1978,1088,1048",10
1628_B,379,"212,1662,1768,1391,2043,2043,156,1044,1239,1388",10
1136_D,1013,"161,427,2401,767,767,1057,2507,50,2278,1179",10
985_A,234,"1514,997,1887,1383,1898,1978,2278,1773,1972,568",10
1162_B,1259,"2359,1510,2512,561,240,2173,638,1814,15,2100",10
621_B,1013,"581,161,427,2401,299,1179,2507,1773,2278,17",10
90_C,2137,"2218,977,2289,270,451,1505,356,793,2397,635",10
436_B,1639,"971,974,1800,1597,795,1435,1978,1282,1773,1135",10
1126_A,1528,"255,114,2156,1588,1707,51,356,280,640,1791",10
118_A,877,"2332,2514,441,486,2388,2197,305,1788,2353,1883",10
1200_A,1255,"164,724,965,1575,1416,1794,111,2257,2367,1025",10
399_C,2087,"2488,1085,1651,199,1336,2093,835,1219,1278,1729",10
673_D,563,"1949,1541,2465,797,797,282,2014,283,1584,1397",10
213_D,947,"1251,1557,2339,2483,136,78,1152,722,548,1749",10
321_C,2143,"974,911,2085,871,1416,583,74,1153,315,107",10
548_A,2191,"2039,1270,1965,1973,1596,2132,914,2023,531,2112",10
1670_D,2231,"1442,559,206,1545,192,2025,2241,2072,1252,648",10
1046_A,1394,"1115,936,1720,1529,1248,857,1219,201,561,1278",10
1021_B,1766,"1256,1235,688,664,74,265,2070,2436,2142,2068",10
152_C,2392,"322,1248,1809,1315,123,1988,561,2278,2402,1983",10
607_C,308,"376,1070,447,456,2092,1622,2112,2023,531,914",10
1673_B,2364,"2265,2325,2299,1914,317,1511,1794,111,1132,1409",10
254_B,1507,"491,1623,706,1005,1963,1392,2457,377,631,392",10
498_B,767,"161,737,1718,508,1013,427,299,2278,2507,1219",10
837_B,1336,"1090,186,1361,2087,2488,835,1219,1729,1311,1278",10
1765_A,1796,"851,1060,185,561,1481,1951,1219,821,1370,1999",10
106_A,1362,"1445,2331,1203,468,2351,1879,924,635,248,603",10
133_B,405,"1406,1907,654,2499,2104,570,773,1426,355,464",10
87_D,379,"212,1662,1768,1391,2043,2043,156,1044,1239,2502",10
1442_C,101,"1748,283,1949,2465,282,797,2014,1584,1541,1475",10
828_A,2138,"329,1601,1033,914,2112,2023,531,1396,1710,1039",10
36_B,267,"1680,1644,1417,727,2008,1641,2046,536,2278,68",10
419_D,1083,"1043,1959,1513,423,192,1370,648,206,2025,1783",10
261_D,427,"767,161,1013,2246,737,299,1107,2507,2149,2278",10
339_B,661,"68,2519,1834,759,2209,196,196,519,536,1219",10
1189_D,1814,"1764,2173,1576,1181,2314,717,561,2278,1839,2100",10
479_A,230,"588,1863,1484,474,1651,1520,1210,441,1183,1219",10
968_B,195,"1922,1190,975,49,1294,1219,2443,857,2508,1308",10
1835_B,2371,"300,788,1753,766,2433,1586,1579,2168,1219,2278",10
585_D,512,"94,2291,1439,1219,1729,1266,1728,200,930,1268",10
41_B,2386,"2252,1582,210,2568,672,2284,2376,81,713,936",10
1312_A,1255,"1794,965,1575,1416,164,724,2257,2367,1025,2548",10
597_D,1156,"1152,381,1578,2399,1621,609,2278,561,1241,1576",10
606_D,1012,"2017,1850,2248,524,1377,484,1881,2541,1032,2136",10
733_A,339,"138,58,1046,1241,561,2173,2278,568,2311,2100",10
134_A,1876,"1605,1402,1220,409,702,1379,2392,2390,1529,663",10
1516_D,2333,"526,205,2550,574,1870,1167,1183,1422,915,2050",10
418_A,1115,"1720,1716,1394,2126,2472,81,713,672,1631,2317",10
831_B,91,"519,1614,2398,1666,2215,1554,2277,1432,1610,536",10
483_C,982,"828,618,1668,1455,1678,2105,1835,686,2204,2072",10
408_B,1730,"2346,285,587,611,1898,1978,1773,2552,2278,1972",10
503_D,1696,"736,1435,1282,1219,561,1294,1266,1729,156,1017",10
1044_D,464,"28,2341,773,841,1426,455,35,0,1907,2499",10
539_C,545,"1815,833,773,1446,255,2341,535,996,398,686",10
772_B,151,"1035,2350,2288,2525,2323,2187,189,2278,579,1634",10
422_D,905,"185,1796,851,291,556,1265,1951,561,1543,1219",10
533_B,1549,"438,1075,202,1280,2134,1911,2398,79,346,2066",10
856_C,450,"207,43,789,1393,2025,1959,1837,1370,2007,2348",10
998_C,4,"1644,2504,506,1856,2441,400,346,2046,1834,1641",10
709_B,445,"2113,2057,1996,2345,1568,2301,287,1285,642,1139",10
27_B,1597,"1800,1400,1648,971,1639,1282,2469,1978,2278,1435",10
1830_B,933,"1351,114,1513,1368,280,434,1389,977,1707,1791",10
1499_B,1909,"1048,217,172,1280,2134,2278,749,1978,1773,1972",10
1029_C,936,"1240,440,1394,736,1507,81,2376,849,2472,672",10
1003_A,2344,"1932,503,2558,1310,1128,2192,1767,2373,561,302",10
1807_A,64,"2316,2445,909,952,952,484,1219,1012,478,1729",10
529_D,1667,"2212,296,2030,1869,1376,1468,1365,561,1119,1316",10
1193_D,309,"2362,2121,426,1483,2117,356,793,1707,725,2334",10
794_A,2265,"1511,2364,724,2325,344,1132,1794,437,111,2065",10
399_A,2488,"2087,315,1345,1005,1336,2093,835,1219,1729,759",10
718_B,1614,"331,519,91,1593,109,1554,1610,2215,1693,1219",10
990_A,1173,"986,2034,1479,984,1624,893,20,2484,1142,1492",10
298_D,346,"2085,79,340,1540,838,948,1921,68,1729,561",10
1636_A,194,"2464,1836,268,1602,1488,1543,465,141,561,1370",10
1060_A,114,"1917,1368,1513,977,1340,2137,270,789,2394,294",10
385_D,33,"620,1363,1942,1570,410,2106,280,1906,2300,1790",10
52_D,1734,"2359,1542,2122,1875,652,1680,1507,2586,1277,1834",10
853_D,2154,"2429,1515,2093,2199,1057,50,2278,749,857,1128",10
849_A,2413,"1332,1298,755,1244,1219,2402,840,874,2546,45",10
69_A,906,"1653,2166,1560,1910,561,148,1219,2024,2100,360",10
159_A,1701,"807,2436,1448,2070,2425,2245,265,1755,2142,2068",10
1367_A,1556,"2352,711,1468,840,22,1244,855,2546,2565,2402",10
424_B,1319,"1663,159,1416,1514,2326,133,1114,1985,590,1835",10
613_C,2208,"942,1986,624,221,499,2100,1599,312,2278,1773",10
112_D,1542,"2093,848,2429,2061,2579,1841,561,2278,1207,1814",10
1031_A,1155,"2273,1922,1171,195,339,58,1378,138,1207,561",10
1633_D,74,"969,373,1153,1872,347,1130,1219,1017,1266,2291",10
812_D,119,"747,1674,1585,489,1037,1731,1887,2507,989,1603",10
1093_D,1186,"1264,1364,2470,1992,2152,997,565,1560,953,1457",10
1216_B,373,"969,74,2143,220,911,315,1666,2488,536,1219",10
1187_C,1365,"1468,2298,1518,2323,2402,2552,561,2278,1219,1773",10
1652_B,994,"1987,1994,1235,978,1724,1219,1012,2248,561,2278",10
12_B,2156,"1588,235,1321,1505,236,1370,1791,1707,280,2454",10
862_A,57,"337,2573,165,1691,391,244,2060,384,1464,1219",10
1664_A,171,"1676,2384,2020,482,2011,1235,911,44,937,1323",10
746_D,1862,"2181,328,1516,15,1558,2306,2488,987,561,1999",10
996_A,927,"2432,2218,236,1997,451,1505,356,773,2174,867",10
1528_B,2148,"1282,736,1135,1277,1641,1644,2046,68,536,1834",10
318_B,1044,"1755,156,835,2566,1135,1735,1562,1388,2070,1729",10
1655_C,1881,"2248,484,1032,414,146,1012,2541,2136,2583,478",10
1610_C,1553,"668,382,2141,1277,1298,755,874,840,1244,60",10
245_B,2206,"531,1313,247,1965,2191,1972,1773,1195,1978,2278",10
144_B,271,"1882,254,2296,713,1219,561,1773,1729,2278,1631",10
57_A,718,"1450,809,2466,501,1738,2455,644,1279,1970,793",10
688_A,8,"114,2362,235,2156,1321,1707,1314,280,51,725",10
908_B,1691,"244,1776,337,57,2573,391,1291,2060,384,1464",10
1713_A,2125,"1051,1577,1845,2431,1403,1628,1628,1378,1814,1549",10
1803_B,1344,"829,1964,431,599,1440,410,1942,1071,356,33",10
868_A,2438,"1634,1773,2408,831,1978,1941,2278,1972,1408,1805",10
809_D,1049,"1190,196,68,1266,1971,2221,1729,835,561,1219",10
1664_B,2384,"1676,171,2020,2011,482,1235,911,44,937,1323",10
1598_A,1760,"2049,2035,2012,1103,2374,54,388,2469,561,1587",10
53_A,1877,"226,926,551,2355,1701,1007,1370,1842,2261,515",10
1249_D,2479,"1606,2070,1432,320,1416,1374,1755,1666,838,2277",10
838_D,2204,"743,881,1780,649,1148,1527,2072,1565,1295,1802",10
1733_D,1532,"1842,1025,444,2522,1430,1943,1288,2564,1224,810",10
106_C,1445,"1362,468,1203,2351,1879,924,635,248,2331,603",10
383_D,1648,"1400,1800,1558,2093,948,835,857,1219,1311,2278",10
1770_D,2340,"2215,24,1189,1078,1773,1972,2278,1978,1634,831",10
6_D,329,"847,2138,1601,1033,1973,1965,1396,804,1759,2278",10
542_C,1834,"2209,661,759,553,835,68,2519,1219,536,1729",10
902_B,4,"2504,506,1856,2441,349,937,1644,536,2046,1641",10
1721_C,691,"397,2319,1138,1349,2456,632,365,1059,2151,2165",10
29_D,1214,"811,2530,256,334,38,1937,1219,1729,561,2278",10
161_C,1631,"1093,52,672,2284,713,1720,1055,2376,849,936",10
850_A,1012,"2248,524,1377,602,82,2541,484,1881,1032,1219",10
